id	lipid	formula	adduct	template_file
Lipid01243	PI(14:0_20:3)	C43H77O13P	NA	NA
Lipid01244	PI(14:0_20:2)	C43H79O13P	NA	NA
Lipid01245	PI(14:0_20:1)	C43H81O13P	NA	NA
Lipid01246	PI(14:0_20:0)	C43H83O13P	NA	NA
Lipid01247	PI(15:0_19:1)	C43H81O13P	NA	NA
Lipid01248	PI(15:0_19:0)	C43H83O13P	NA	NA
Lipid01249	PI(16:1_18:4)	C43H73O13P	NA	NA
Lipid01250	PI(16:1_18:3)	C43H75O13P	NA	NA
Lipid01251	PI(16:1_18:2)	C43H77O13P	NA	NA
Lipid01252	PI(16:1_18:1)	C43H79O13P	NA	NA
Lipid01253	PI(16:1_18:0)	C43H81O13P	NA	NA
Lipid01254	PI(16:0_18:4)	C43H75O13P	NA	NA
Lipid01255	PI(16:0_18:3)	C43H77O13P	NA	NA
Lipid01256	PI(16:0_18:2)	C43H79O13P	NA	NA
Lipid01257	PI(16:0_18:1)	C43H81O13P	NA	NA
Lipid01258	PI(16:0_18:0)	C43H83O13P	NA	NA
Lipid01259	PI(17:1_17:1)	C43H79O13P	NA	NA
Lipid01260	PI(17:0_17:1)	C43H81O13P	NA	NA
Lipid01261	PI(17:0_17:0)	C43H83O13P	NA	NA
Lipid01262	PI(13:0_20:5)	C42H71O13P	NA	NA
Lipid01263	PI(13:0_20:4)	C42H73O13P	NA	NA
Lipid01264	PI(13:0_20:3)	C42H75O13P	NA	NA
Lipid01265	PI(13:0_20:2)	C42H77O13P	NA	NA
Lipid01266	PI(13:0_20:1)	C42H79O13P	NA	NA
Lipid01267	PI(13:0_20:0)	C42H81O13P	NA	NA
Lipid01268	PI(14:0_19:1)	C42H79O13P	NA	NA
Lipid01269	PI(14:0_19:0)	C42H81O13P	NA	NA
Lipid01270	PI(15:0_18:4)	C42H73O13P	NA	NA
Lipid01271	PI(15:0_18:3)	C42H75O13P	NA	NA
Lipid01272	PI(15:0_18:2)	C42H77O13P	NA	NA
Lipid01273	PI(15:0_18:1)	C42H79O13P	NA	NA
Lipid01274	PI(15:0_18:0)	C42H81O13P	NA	NA
Lipid01275	PI(16:1_17:1)	C42H77O13P	NA	NA
Lipid01276	PI(16:1_17:0)	C42H79O13P	NA	NA
Lipid01277	PI(16:0_17:1)	C42H79O13P	NA	NA
Lipid01278	PI(16:0_17:0)	C42H81O13P	NA	NA
Lipid01279	PI(12:0_20:5)	C41H69O13P	NA	NA
Lipid01280	PI(12:0_20:4)	C41H71O13P	NA	NA
Lipid01281	PI(12:0_20:3)	C41H73O13P	NA	NA
Lipid01282	PI(12:0_20:2)	C41H75O13P	NA	NA
Lipid01283	PI(12:0_20:1)	C41H77O13P	NA	NA
Lipid01284	PI(12:0_20:0)	C41H79O13P	NA	NA
Lipid01285	PI(13:0_19:1)	C41H77O13P	NA	NA
Lipid01286	PI(13:0_19:0)	C41H79O13P	NA	NA
Lipid01287	PI(14:0_18:4)	C41H71O13P	NA	NA
Lipid01288	PI(14:0_18:3)	C41H73O13P	NA	NA
Lipid01289	PI(14:0_18:2)	C41H75O13P	NA	NA
Lipid01290	PI(14:0_18:1)	C41H77O13P	NA	NA
Lipid01291	PI(14:0_18:0)	C41H79O13P	NA	NA
Lipid01292	PI(15:0_17:1)	C41H77O13P	NA	NA
Lipid01293	PI(15:0_17:0)	C41H79O13P	NA	NA
Lipid01294	PI(16:1_16:1)	C41H75O13P	NA	NA
Lipid01295	PI(16:0_16:1)	C41H77O13P	NA	NA
Lipid01296	PI(16:0_16:0)	C41H79O13P	NA	NA
Lipid01297	PI(12:0_19:1)	C40H75O13P	NA	NA
Lipid01298	PI(12:0_19:0)	C40H77O13P	NA	NA
Lipid01299	PI(13:0_18:4)	C40H69O13P	NA	NA
Lipid01300	PI(13:0_18:3)	C40H71O13P	NA	NA
Lipid01301	PI(13:0_18:2)	C40H73O13P	NA	NA
Lipid01302	PI(13:0_18:1)	C40H75O13P	NA	NA
Lipid01303	PI(13:0_18:0)	C40H77O13P	NA	NA
Lipid01304	PI(14:0_17:1)	C40H75O13P	NA	NA
Lipid01305	PI(14:0_17:0)	C40H77O13P	NA	NA
Lipid01306	PI(15:0_16:1)	C40H75O13P	NA	NA
Lipid01307	PI(15:0_16:0)	C40H77O13P	NA	NA
Lipid01308	PI(12:0_18:4)	C39H67O13P	NA	NA
Lipid01309	PI(12:0_18:3)	C39H69O13P	NA	NA
Lipid01310	PI(12:0_18:2)	C39H71O13P	NA	NA
Lipid01311	PI(12:0_18:1)	C39H73O13P	NA	NA
Lipid01312	PI(12:0_18:0)	C39H75O13P	NA	NA
Lipid01313	PI(13:0_17:1)	C39H73O13P	NA	NA
Lipid01314	PI(13:0_17:0)	C39H75O13P	NA	NA
Lipid01315	PI(14:0_16:1)	C39H73O13P	NA	NA
Lipid01316	PI(14:0_16:0)	C39H75O13P	NA	NA
Lipid01317	PI(15:0_15:0)	C39H75O13P	NA	NA
Lipid01318	PI(12:0_17:1)	C38H71O13P	NA	NA
Lipid01319	PI(12:0_17:0)	C38H73O13P	NA	NA
Lipid01320	PI(13:0_16:1)	C38H71O13P	NA	NA
Lipid01321	PI(13:0_16:0)	C38H73O13P	NA	NA
Lipid01322	PI(14:0_15:0)	C38H73O13P	NA	NA
Lipid01323	PI(12:0_16:1)	C37H69O13P	NA	NA
Lipid01324	PI(12:0_16:0)	C37H71O13P	NA	NA
Lipid01325	PI(13:0_15:0)	C37H71O13P	NA	NA
Lipid01326	PI(14:0_14:0)	C37H71O13P	NA	NA
Lipid01327	PI(12:0_15:0)	C36H69O13P	NA	NA
Lipid01328	PI(13:0_14:0)	C36H69O13P	NA	NA
Lipid01329	PI(12:0_14:0)	C35H67O13P	NA	NA
Lipid01330	PI(13:0_13:0)	C35H67O13P	NA	NA
Lipid01331	PI(12:0_13:0)	C34H65O13P	NA	NA
Lipid01332	PI(12:0_12:0)	C33H63O13P	NA	NA
Lipid01333	PGP(22:0_22:0)	C50H100O13P2	NA	NA
Lipid01334	PGP(20:5_22:0)	C48H86O13P2	NA	NA
Lipid01335	PGP(20:4_22:0)	C48H88O13P2	NA	NA
Lipid01336	PGP(20:3_22:0)	C48H90O13P2	NA	NA
Lipid01337	PGP(20:2_22:0)	C48H92O13P2	NA	NA
Lipid01338	PGP(20:1_22:0)	C48H94O13P2	NA	NA
Lipid01339	PGP(20:0_22:0)	C48H96O13P2	NA	NA
Lipid01340	PGP(19:1_22:0)	C47H92O13P2	NA	NA
Lipid01341	PGP(19:0_22:0)	C47H94O13P2	NA	NA
Lipid01342	PGP(18:4_22:0)	C46H84O13P2	NA	NA
Lipid01343	PGP(18:3_22:0)	C46H86O13P2	NA	NA
Lipid01344	PGP(18:2_22:0)	C46H88O13P2	NA	NA
Lipid01345	PGP(18:1_22:0)	C46H90O13P2	NA	NA
Lipid01346	PGP(18:0_22:0)	C46H92O13P2	NA	NA
Lipid01347	PGP(20:5_20:5)	C46H72O13P2	NA	NA
Lipid01348	PGP(20:4_20:5)	C46H74O13P2	NA	NA
Lipid01349	PGP(20:3_20:5)	C46H76O13P2	NA	NA
Lipid01350	PGP(20:2_20:5)	C46H78O13P2	NA	NA
Lipid01351	PGP(20:1_20:5)	C46H80O13P2	NA	NA
Lipid01352	PGP(20:0_20:5)	C46H82O13P2	NA	NA
Lipid01353	PGP(20:4_20:4)	C46H76O13P2	NA	NA
Lipid01354	PGP(20:3_20:4)	C46H78O13P2	NA	NA
Lipid01355	PGP(20:2_20:4)	C46H80O13P2	NA	NA
Lipid01356	PGP(20:1_20:4)	C46H82O13P2	NA	NA
Lipid01357	PGP(20:0_20:4)	C46H84O13P2	NA	NA
Lipid01358	PGP(20:3_20:3)	C46H80O13P2	NA	NA
Lipid01359	PGP(20:2_20:3)	C46H82O13P2	NA	NA
Lipid01360	PGP(20:1_20:3)	C46H84O13P2	NA	NA
Lipid01361	PGP(20:0_20:3)	C46H86O13P2	NA	NA
Lipid01362	PGP(20:2_20:2)	C46H84O13P2	NA	NA
Lipid01363	PGP(20:1_20:2)	C46H86O13P2	NA	NA
Lipid01364	PGP(20:0_20:2)	C46H88O13P2	NA	NA
Lipid01365	PGP(20:1_20:1)	C46H88O13P2	NA	NA
Lipid01366	PGP(20:0_20:1)	C46H90O13P2	NA	NA
Lipid01367	PGP(20:0_20:0)	C46H92O13P2	NA	NA
Lipid01368	PGP(17:1_22:0)	C45H88O13P2	NA	NA
Lipid01369	PGP(17:0_22:0)	C45H90O13P2	NA	NA
Lipid01370	PGP(19:1_20:5)	C45H78O13P2	NA	NA
Lipid01371	PGP(19:1_20:4)	C45H80O13P2	NA	NA
Lipid01372	PGP(19:1_20:3)	C45H82O13P2	NA	NA
Lipid01373	PGP(19:1_20:2)	C45H84O13P2	NA	NA
Lipid01374	PGP(19:1_20:1)	C45H86O13P2	NA	NA
Lipid01375	PGP(19:1_20:0)	C45H88O13P2	NA	NA
Lipid01376	PGP(19:0_20:5)	C45H80O13P2	NA	NA
Lipid01377	PGP(19:0_20:4)	C45H82O13P2	NA	NA
Lipid01378	PGP(19:0_20:3)	C45H84O13P2	NA	NA
Lipid01379	PGP(19:0_20:2)	C45H86O13P2	NA	NA
Lipid01380	PGP(19:0_20:1)	C45H88O13P2	NA	NA
Lipid01381	PGP(19:0_20:0)	C45H90O13P2	NA	NA
Lipid01382	PGP(16:1_22:0)	C44H86O13P2	NA	NA
Lipid01383	PGP(16:0_22:0)	C44H88O13P2	NA	NA
Lipid01384	PGP(18:4_20:5)	C44H70O13P2	NA	NA
Lipid01385	PGP(18:4_20:4)	C44H72O13P2	NA	NA
Lipid01386	PGP(18:4_20:3)	C44H74O13P2	NA	NA
Lipid01387	PGP(18:4_20:2)	C44H76O13P2	NA	NA
Lipid01388	PGP(18:4_20:1)	C44H78O13P2	NA	NA
Lipid01389	PGP(18:4_20:0)	C44H80O13P2	NA	NA
Lipid01390	PGP(18:3_20:5)	C44H72O13P2	NA	NA
Lipid01391	PGP(18:3_20:4)	C44H74O13P2	NA	NA
Lipid01392	PGP(18:3_20:3)	C44H76O13P2	NA	NA
Lipid01393	PGP(18:3_20:2)	C44H78O13P2	NA	NA
Lipid01394	PGP(18:3_20:1)	C44H80O13P2	NA	NA
Lipid01395	PGP(18:3_20:0)	C44H82O13P2	NA	NA
Lipid01396	PGP(18:2_20:5)	C44H74O13P2	NA	NA
Lipid01397	PGP(18:2_20:4)	C44H76O13P2	NA	NA
Lipid01398	PGP(18:2_20:3)	C44H78O13P2	NA	NA
Lipid01399	PGP(18:2_20:2)	C44H80O13P2	NA	NA
Lipid01400	PGP(18:2_20:1)	C44H82O13P2	NA	NA
Lipid01401	PGP(18:2_20:0)	C44H84O13P2	NA	NA
Lipid01402	PGP(18:1_20:5)	C44H76O13P2	NA	NA
Lipid01403	PGP(18:1_20:4)	C44H78O13P2	NA	NA
Lipid01404	PGP(18:1_20:3)	C44H80O13P2	NA	NA
Lipid01405	PGP(18:1_20:2)	C44H82O13P2	NA	NA
Lipid01406	PGP(18:1_20:1)	C44H84O13P2	NA	NA
Lipid01407	PGP(18:1_20:0)	C44H86O13P2	NA	NA
Lipid01408	PGP(18:0_20:5)	C44H78O13P2	NA	NA
Lipid01409	PGP(18:0_20:4)	C44H80O13P2	NA	NA
Lipid01410	PGP(18:0_20:3)	C44H82O13P2	NA	NA
Lipid01411	PGP(18:0_20:2)	C44H84O13P2	NA	NA
Lipid01412	PGP(18:0_20:1)	C44H86O13P2	NA	NA
Lipid01413	PGP(18:0_20:0)	C44H88O13P2	NA	NA
Lipid01414	PGP(19:1_19:1)	C44H84O13P2	NA	NA
Lipid01415	PGP(19:0_19:1)	C44H86O13P2	NA	NA
Lipid01416	PGP(19:0_19:0)	C44H88O13P2	NA	NA
Lipid01417	PGP(15:0_22:0)	C43H86O13P2	NA	NA
Lipid01418	PGP(17:1_20:5)	C43H74O13P2	NA	NA
Lipid01419	PGP(17:1_20:4)	C43H76O13P2	NA	NA
Lipid01420	PGP(17:1_20:3)	C43H78O13P2	NA	NA
Lipid01421	PGP(17:1_20:2)	C43H80O13P2	NA	NA
Lipid01422	PGP(17:1_20:1)	C43H82O13P2	NA	NA
Lipid01423	PGP(17:1_20:0)	C43H84O13P2	NA	NA
Lipid01424	PGP(17:0_20:5)	C43H76O13P2	NA	NA
Lipid01425	PGP(17:0_20:4)	C43H78O13P2	NA	NA
Lipid01426	PGP(17:0_20:3)	C43H80O13P2	NA	NA
Lipid01427	PGP(17:0_20:2)	C43H82O13P2	NA	NA
Lipid01428	PGP(17:0_20:1)	C43H84O13P2	NA	NA
Lipid01429	PGP(17:0_20:0)	C43H86O13P2	NA	NA
Lipid01430	PGP(18:4_19:1)	C43H76O13P2	NA	NA
Lipid01431	PGP(18:4_19:0)	C43H78O13P2	NA	NA
Lipid01432	PGP(18:3_19:1)	C43H78O13P2	NA	NA
Lipid01433	PGP(18:3_19:0)	C43H80O13P2	NA	NA
Lipid01434	PGP(18:2_19:1)	C43H80O13P2	NA	NA
Lipid01435	PGP(18:2_19:0)	C43H82O13P2	NA	NA
Lipid01436	PGP(18:1_19:1)	C43H82O13P2	NA	NA
Lipid01437	PGP(18:1_19:0)	C43H84O13P2	NA	NA
Lipid01438	PGP(18:0_19:1)	C43H84O13P2	NA	NA
Lipid01439	PGP(18:0_19:0)	C43H86O13P2	NA	NA
Lipid01440	PGP(14:0_22:0)	C42H84O13P2	NA	NA
Lipid01441	PGP(16:1_20:5)	C42H72O13P2	NA	NA
Lipid01442	PGP(16:1_20:4)	C42H74O13P2	NA	NA
Lipid01443	PGP(16:1_20:3)	C42H76O13P2	NA	NA
Lipid01444	PGP(16:1_20:2)	C42H78O13P2	NA	NA
Lipid01445	PGP(16:1_20:1)	C42H80O13P2	NA	NA
Lipid01446	PGP(16:1_20:0)	C42H82O13P2	NA	NA
Lipid01447	PGP(16:0_20:5)	C42H74O13P2	NA	NA
Lipid01448	PGP(16:0_20:4)	C42H76O13P2	NA	NA
Lipid01449	PGP(16:0_20:3)	C42H78O13P2	NA	NA
Lipid01450	PGP(16:0_20:2)	C42H80O13P2	NA	NA
Lipid01451	PGP(16:0_20:1)	C42H82O13P2	NA	NA
Lipid01452	PGP(16:0_20:0)	C42H84O13P2	NA	NA
Lipid01453	PGP(17:1_19:1)	C42H80O13P2	NA	NA
Lipid01454	PGP(17:1_19:0)	C42H82O13P2	NA	NA
Lipid01455	PGP(17:0_19:1)	C42H82O13P2	NA	NA
Lipid01456	PGP(17:0_19:0)	C42H84O13P2	NA	NA
Lipid01457	PGP(18:4_18:4)	C42H68O13P2	NA	NA
Lipid01458	PGP(18:3_18:4)	C42H70O13P2	NA	NA
Lipid01459	PGP(18:2_18:4)	C42H72O13P2	NA	NA
Lipid01460	PGP(18:1_18:4)	C42H74O13P2	NA	NA
Lipid01461	PGP(18:0_18:4)	C42H76O13P2	NA	NA
Lipid01462	PGP(18:3_18:3)	C42H72O13P2	NA	NA
Lipid01463	PGP(18:2_18:3)	C42H74O13P2	NA	NA
Lipid01464	PGP(18:1_18:3)	C42H76O13P2	NA	NA
Lipid01465	PGP(18:0_18:3)	C42H78O13P2	NA	NA
Lipid01466	PGP(18:2_18:2)	C42H76O13P2	NA	NA
Lipid01467	PGP(18:1_18:2)	C42H78O13P2	NA	NA
Lipid01468	PGP(18:0_18:2)	C42H80O13P2	NA	NA
Lipid01469	PGP(18:1_18:1)	C42H80O13P2	NA	NA
Lipid01470	PGP(18:0_18:1)	C42H82O13P2	NA	NA
Lipid01471	PGP(18:0_18:0)	C42H84O13P2	NA	NA
Lipid01472	PGP(13:0_22:0)	C41H82O13P2	NA	NA
Lipid01473	PGP(15:0_20:5)	C41H72O13P2	NA	NA
Lipid01474	PGP(15:0_20:4)	C41H74O13P2	NA	NA
Lipid01475	PGP(15:0_20:3)	C41H76O13P2	NA	NA
Lipid01476	PGP(15:0_20:2)	C41H78O13P2	NA	NA
Lipid01477	PGP(15:0_20:1)	C41H80O13P2	NA	NA
Lipid01478	PGP(15:0_20:0)	C41H82O13P2	NA	NA
Lipid01479	PGP(16:1_19:1)	C41H78O13P2	NA	NA
Lipid01480	PGP(16:1_19:0)	C41H80O13P2	NA	NA
Lipid01481	PGP(16:0_19:1)	C41H80O13P2	NA	NA
Lipid01482	PGP(16:0_19:0)	C41H82O13P2	NA	NA
Lipid01483	PGP(17:1_18:4)	C41H72O13P2	NA	NA
Lipid01484	PGP(17:1_18:3)	C41H74O13P2	NA	NA
Lipid01485	PGP(17:1_18:2)	C41H76O13P2	NA	NA
Lipid01486	PGP(17:1_18:1)	C41H78O13P2	NA	NA
Lipid01487	PGP(17:1_18:0)	C41H80O13P2	NA	NA
Lipid01488	PGP(17:0_18:4)	C41H74O13P2	NA	NA
Lipid01489	PGP(17:0_18:3)	C41H76O13P2	NA	NA
Lipid01490	PGP(17:0_18:2)	C41H78O13P2	NA	NA
Lipid01491	PGP(17:0_18:1)	C41H80O13P2	NA	NA
Lipid01492	PGP(17:0_18:0)	C41H82O13P2	NA	NA
Lipid01493	PGP(12:0_22:0)	C40H80O13P2	NA	NA
Lipid01494	PGP(14:0_20:5)	C40H70O13P2	NA	NA
Lipid01495	PGP(14:0_20:4)	C40H72O13P2	NA	NA
Lipid01496	PGP(14:0_20:3)	C40H74O13P2	NA	NA
Lipid01497	PGP(14:0_20:2)	C40H76O13P2	NA	NA
Lipid01498	PGP(14:0_20:1)	C40H78O13P2	NA	NA
Lipid01499	PGP(14:0_20:0)	C40H80O13P2	NA	NA
Lipid01500	PGP(15:0_19:1)	C40H78O13P2	NA	NA
Lipid01501	PGP(15:0_19:0)	C40H80O13P2	NA	NA
Lipid01502	PGP(16:1_18:4)	C40H70O13P2	NA	NA
Lipid01503	PGP(16:1_18:3)	C40H72O13P2	NA	NA
Lipid01504	PGP(16:1_18:2)	C40H74O13P2	NA	NA
Lipid01505	PGP(16:1_18:1)	C40H76O13P2	NA	NA
Lipid01506	PGP(16:1_18:0)	C40H78O13P2	NA	NA
Lipid01507	PGP(16:0_18:4)	C40H72O13P2	NA	NA
Lipid01508	PGP(16:0_18:3)	C40H74O13P2	NA	NA
Lipid01509	PGP(16:0_18:2)	C40H76O13P2	NA	NA
Lipid01510	PGP(16:0_18:1)	C40H78O13P2	NA	NA
Lipid01511	PGP(16:0_18:0)	C40H80O13P2	NA	NA
Lipid01512	PGP(17:1_17:1)	C40H76O13P2	NA	NA
Lipid01513	PGP(17:0_17:1)	C40H78O13P2	NA	NA
Lipid01514	PGP(17:0_17:0)	C40H80O13P2	NA	NA
Lipid01515	PGP(13:0_20:5)	C39H68O13P2	NA	NA
Lipid01516	PGP(13:0_20:4)	C39H70O13P2	NA	NA
Lipid01517	PGP(13:0_20:3)	C39H72O13P2	NA	NA
Lipid01518	PGP(13:0_20:2)	C39H74O13P2	NA	NA
Lipid01519	PGP(13:0_20:1)	C39H76O13P2	NA	NA
Lipid01520	PGP(13:0_20:0)	C39H78O13P2	NA	NA
Lipid01521	PGP(14:0_19:1)	C39H76O13P2	NA	NA
Lipid01522	PGP(14:0_19:0)	C39H78O13P2	NA	NA
Lipid01523	PGP(15:0_18:4)	C39H70O13P2	NA	NA
Lipid01524	PGP(15:0_18:3)	C39H72O13P2	NA	NA
Lipid01525	PGP(15:0_18:2)	C39H74O13P2	NA	NA
Lipid01526	PGP(15:0_18:1)	C39H76O13P2	NA	NA
Lipid01527	PGP(15:0_18:0)	C39H78O13P2	NA	NA
Lipid01528	PGP(16:1_17:1)	C39H74O13P2	NA	NA
Lipid01529	PGP(16:1_17:0)	C39H76O13P2	NA	NA
Lipid01530	PGP(16:0_17:1)	C39H76O13P2	NA	NA
Lipid01531	PGP(16:0_17:0)	C39H78O13P2	NA	NA
Lipid01532	PGP(12:0_20:5)	C38H66O13P2	NA	NA
Lipid01533	PGP(12:0_20:4)	C38H68O13P2	NA	NA
Lipid01534	PGP(12:0_20:3)	C38H70O13P2	NA	NA
Lipid01535	PGP(12:0_20:2)	C38H72O13P2	NA	NA
Lipid01536	PGP(12:0_20:1)	C38H74O13P2	NA	NA
Lipid01537	PGP(12:0_20:0)	C38H76O13P2	NA	NA
Lipid01538	PGP(13:0_19:1)	C38H74O13P2	NA	NA
Lipid01539	PGP(13:0_19:0)	C38H76O13P2	NA	NA
Lipid01540	PGP(14:0_18:4)	C38H68O13P2	NA	NA
Lipid01541	PGP(14:0_18:3)	C38H70O13P2	NA	NA
Lipid01542	PGP(14:0_18:2)	C38H72O13P2	NA	NA
Lipid01543	PGP(14:0_18:1)	C38H74O13P2	NA	NA
Lipid01544	PGP(14:0_18:0)	C38H76O13P2	NA	NA
Lipid01545	PGP(15:0_17:1)	C38H74O13P2	NA	NA
Lipid01546	PGP(15:0_17:0)	C38H76O13P2	NA	NA
Lipid01547	PGP(16:1_16:1)	C38H72O13P2	NA	NA
Lipid01548	PGP(16:0_16:1)	C38H74O13P2	NA	NA
Lipid01549	PGP(16:0_16:0)	C38H76O13P2	NA	NA
Lipid01550	PGP(12:0_19:1)	C37H72O13P2	NA	NA
Lipid01551	PGP(12:0_19:0)	C37H74O13P2	NA	NA
Lipid01552	PGP(13:0_18:4)	C37H66O13P2	NA	NA
Lipid01553	PGP(13:0_18:3)	C37H68O13P2	NA	NA
Lipid01554	PGP(13:0_18:2)	C37H70O13P2	NA	NA
Lipid01555	PGP(13:0_18:1)	C37H72O13P2	NA	NA
Lipid01556	PGP(13:0_18:0)	C37H74O13P2	NA	NA
Lipid01557	PGP(14:0_17:1)	C37H72O13P2	NA	NA
Lipid01558	PGP(14:0_17:0)	C37H74O13P2	NA	NA
Lipid01559	PGP(15:0_16:1)	C37H72O13P2	NA	NA
Lipid01560	PGP(15:0_16:0)	C37H74O13P2	NA	NA
Lipid01561	PGP(12:0_18:4)	C36H64O13P2	NA	NA
Lipid01562	PGP(12:0_18:3)	C36H66O13P2	NA	NA
Lipid01563	PGP(12:0_18:2)	C36H68O13P2	NA	NA
Lipid01564	PGP(12:0_18:1)	C36H70O13P2	NA	NA
Lipid01565	PGP(12:0_18:0)	C36H72O13P2	NA	NA
Lipid01566	PGP(13:0_17:1)	C36H70O13P2	NA	NA
Lipid01567	PGP(13:0_17:0)	C36H72O13P2	NA	NA
Lipid01568	PGP(14:0_16:1)	C36H70O13P2	NA	NA
Lipid01569	PGP(14:0_16:0)	C36H72O13P2	NA	NA
Lipid01570	PGP(15:0_15:0)	C36H72O13P2	NA	NA
Lipid01571	PGP(12:0_17:1)	C35H68O13P2	NA	NA
Lipid01572	PGP(12:0_17:0)	C35H70O13P2	NA	NA
Lipid01573	PGP(13:0_16:1)	C35H68O13P2	NA	NA
Lipid01574	PGP(13:0_16:0)	C35H70O13P2	NA	NA
Lipid01575	PGP(14:0_15:0)	C35H70O13P2	NA	NA
Lipid01576	PGP(12:0_16:1)	C34H66O13P2	NA	NA
Lipid01577	PGP(12:0_16:0)	C34H68O13P2	NA	NA
Lipid01578	PGP(13:0_15:0)	C34H68O13P2	NA	NA
Lipid01579	PGP(14:0_14:0)	C34H68O13P2	NA	NA
Lipid01580	PGP(12:0_15:0)	C33H66O13P2	NA	NA
Lipid01581	PGP(13:0_14:0)	C33H66O13P2	NA	NA
Lipid01582	PGP(12:0_14:0)	C32H64O13P2	NA	NA
Lipid01583	PGP(13:0_13:0)	C32H64O13P2	NA	NA
Lipid01584	PGP(12:0_13:0)	C31H62O13P2	NA	NA
Lipid01585	PGP(12:0_12:0)	C30H60O13P2	NA	NA
Lipid01586	PG(22:0_22:0)	C50H99O10P	NA	NA
Lipid01587	PG(20:5_22:0)	C48H85O10P	NA	NA
Lipid01588	PG(20:4_22:0)	C48H87O10P	NA	NA
Lipid01589	PG(20:3_22:0)	C48H89O10P	NA	NA
Lipid01590	PG(20:2_22:0)	C48H91O10P	NA	NA
Lipid01591	PG(20:1_22:0)	C48H93O10P	NA	NA
Lipid01592	PG(20:0_22:0)	C48H95O10P	NA	NA
Lipid01593	PG(19:1_22:0)	C47H91O10P	NA	NA
Lipid01594	PG(19:0_22:0)	C47H93O10P	NA	NA
Lipid01595	PG(18:4_22:0)	C46H83O10P	NA	NA
Lipid01596	PG(18:3_22:0)	C46H85O10P	NA	NA
Lipid01597	PG(18:2_22:0)	C46H87O10P	NA	NA
Lipid01598	PG(18:1_22:0)	C46H89O10P	NA	NA
Lipid01599	PG(18:0_22:0)	C46H91O10P	NA	NA
Lipid01600	PG(20:5_20:5)	C46H71O10P	NA	NA
Lipid01601	PG(20:4_20:5)	C46H73O10P	NA	NA
Lipid01602	PG(20:3_20:5)	C46H75O10P	NA	NA
Lipid01603	PG(20:2_20:5)	C46H77O10P	NA	NA
Lipid01604	PG(20:1_20:5)	C46H79O10P	NA	NA
Lipid01605	PG(20:0_20:5)	C46H81O10P	NA	NA
Lipid01606	PG(20:4_20:4)	C46H75O10P	NA	NA
Lipid01607	PG(20:3_20:4)	C46H77O10P	NA	NA
Lipid01608	PG(20:2_20:4)	C46H79O10P	NA	NA
Lipid01609	PG(20:1_20:4)	C46H81O10P	NA	NA
Lipid01610	PG(20:0_20:4)	C46H83O10P	NA	NA
Lipid01611	PG(20:3_20:3)	C46H79O10P	NA	NA
Lipid01612	PG(20:2_20:3)	C46H81O10P	NA	NA
Lipid01613	PG(20:1_20:3)	C46H83O10P	NA	NA
Lipid01614	PG(20:0_20:3)	C46H85O10P	NA	NA
Lipid01615	PG(20:2_20:2)	C46H83O10P	NA	NA
Lipid01616	PG(20:1_20:2)	C46H85O10P	NA	NA
Lipid01617	PG(20:0_20:2)	C46H87O10P	NA	NA
Lipid01618	PG(20:1_20:1)	C46H87O10P	NA	NA
Lipid01619	PG(20:0_20:1)	C46H89O10P	NA	NA
Lipid01620	PG(20:0_20:0)	C46H91O10P	NA	NA
Lipid01621	PG(17:1_22:0)	C45H87O10P	NA	NA
Lipid01622	PG(17:0_22:0)	C45H89O10P	NA	NA
Lipid01623	PG(19:1_20:5)	C45H77O10P	NA	NA
Lipid01624	PG(19:1_20:4)	C45H79O10P	NA	NA
Lipid01625	PG(19:1_20:3)	C45H81O10P	NA	NA
Lipid01626	PG(19:1_20:2)	C45H83O10P	NA	NA
Lipid01627	PG(19:1_20:1)	C45H85O10P	NA	NA
Lipid01628	PG(19:1_20:0)	C45H87O10P	NA	NA
Lipid01629	PG(19:0_20:5)	C45H79O10P	NA	NA
Lipid01630	PG(19:0_20:4)	C45H81O10P	NA	NA
Lipid01631	PG(19:0_20:3)	C45H83O10P	NA	NA
Lipid01632	PG(19:0_20:2)	C45H85O10P	NA	NA
Lipid01633	PG(19:0_20:1)	C45H87O10P	NA	NA
Lipid01634	PG(19:0_20:0)	C45H89O10P	NA	NA
Lipid01635	PG(16:1_22:0)	C44H85O10P	NA	NA
Lipid01636	PG(16:0_22:0)	C44H87O10P	NA	NA
Lipid01637	PG(18:4_20:5)	C44H69O10P	NA	NA
Lipid01638	PG(18:4_20:4)	C44H71O10P	NA	NA
Lipid01639	PG(18:4_20:3)	C44H73O10P	NA	NA
Lipid01640	PG(18:4_20:2)	C44H75O10P	NA	NA
Lipid01641	PG(18:4_20:1)	C44H77O10P	NA	NA
Lipid01642	PG(18:4_20:0)	C44H79O10P	NA	NA
Lipid01643	PG(18:3_20:5)	C44H71O10P	NA	NA
Lipid01644	PG(18:3_20:4)	C44H73O10P	NA	NA
Lipid01645	PG(18:3_20:3)	C44H75O10P	NA	NA
Lipid01646	PG(18:3_20:2)	C44H77O10P	NA	NA
Lipid01647	PG(18:3_20:1)	C44H79O10P	NA	NA
Lipid01648	PG(18:3_20:0)	C44H81O10P	NA	NA
Lipid01649	PG(18:2_20:5)	C44H73O10P	NA	NA
Lipid01650	PG(18:2_20:4)	C44H75O10P	NA	NA
