name	formula	exactmass	adduct	mz
PA(35:4)	C38H67O8P	682.4573561	[M-H]-	681.4500797
PA(35:3)	C38H69O8P	684.4730062	[M-H]-	683.4657297
PA(35:2)	C38H71O8P	686.4886562	[M-H]-	685.4813798
PA(35:1)	C38H73O8P	688.5043063	[M-H]-	687.4970299
PA(34:0)	C37H73O8P	676.5043063	[M-H]-	675.4970299
PA(34:5)	C37H63O8P	666.426056	[M-H]-	665.4187795
PA(34:4)	C37H65O8P	668.4417061	[M-H]-	667.4344296
PA(34:3)	C37H67O8P	670.4573561	[M-H]-	669.4500797
PA(34:2)	C37H69O8P	672.4730062	[M-H]-	671.4657297
PA(34:1)	C37H71O8P	674.4886562	[M-H]-	673.4813798
PA(33:5)	C36H61O8P	652.4104059	[M-H]-	651.4031295
PA(33:4)	C36H63O8P	654.426056	[M-H]-	653.4187795
PA(33:3)	C36H65O8P	656.4417061	[M-H]-	655.4344296
PA(33:2)	C36H67O8P	658.4573561	[M-H]-	657.4500797
PA(33:1)	C36H69O8P	660.4730062	[M-H]-	659.4657297
PA(33:0)	C36H71O8P	662.4886562	[M-H]-	661.4813798
PA(32:5)	C35H59O8P	638.3947559	[M-H]-	637.3874794
PA(32:4)	C35H61O8P	640.4104059	[M-H]-	639.4031295
PA(32:3)	C35H63O8P	642.426056	[M-H]-	641.4187795
PA(32:2)	C35H65O8P	644.4417061	[M-H]-	643.4344296
PA(32:1)	C35H67O8P	646.4573561	[M-H]-	645.4500797
PA(32:0)	C35H69O8P	648.4730062	[M-H]-	647.4657297
PA(31:1)	C34H65O8P	632.4417061	[M-H]-	631.4344296
PA(31:0)	C34H67O8P	634.4573561	[M-H]-	633.4500797
PA(31:4)	C34H59O8P	626.3947559	[M-H]-	625.3874794
PA(31:3)	C34H61O8P	628.4104059	[M-H]-	627.4031295
PA(31:2)	C34H63O8P	630.426056	[M-H]-	629.4187795
PA(30:4)	C33H57O8P	612.3791058	[M-H]-	611.3718293
PA(30:3)	C33H59O8P	614.3947559	[M-H]-	613.3874794
PA(30:2)	C33H61O8P	616.4104059	[M-H]-	615.4031295
PA(30:1)	C33H63O8P	618.426056	[M-H]-	617.4187795
PA(30:0)	C33H65O8P	620.4417061	[M-H]-	619.4344296
PA(29:1)	C32H61O8P	604.4104059	[M-H]-	603.4031295
PA(29:0)	C32H63O8P	606.426056	[M-H]-	605.4187795
PA(28:1)	C31H59O8P	590.3947559	[M-H]-	589.3874794
PA(28:0)	C31H61O8P	592.4104059	[M-H]-	591.4031295
PA(27:0)	C30H59O8P	578.3947559	[M-H]-	577.3874794
PA(26:0)	C29H57O8P	564.3791058	[M-H]-	563.3718293
PA(25:0)	C28H55O8P	550.3634557	[M-H]-	549.3561793
PA(24:0)	C27H53O8P	536.3478057	[M-H]-	535.3405292
PC(44:0)	C52H104NO8P	901.7499563	[M+FA-H]-	946.7481592
PC(42:5)	C50H90NO8P	863.6404059	[M+FA-H]-	908.6386087
PC(42:4)	C50H92NO8P	865.6560559	[M+FA-H]-	910.6542588
PC(42:3)	C50H94NO8P	867.671706	[M+FA-H]-	912.6699088
PC(42:2)	C50H96NO8P	869.6873561	[M+FA-H]-	914.6855589
PC(42:1)	C50H98NO8P	871.7030061	[M+FA-H]-	916.701209
PC(42:0)	C50H100NO8P	873.7186562	[M+FA-H]-	918.716859
PC(41:0)	C49H98NO8P	859.7030061	[M+FA-H]-	904.701209
PC(41:1)	C49H96NO8P	857.6873561	[M+FA-H]-	902.6855589
PC(40:4)	C48H88NO8P	837.6247558	[M+FA-H]-	882.6229586
PC(40:3)	C48H90NO8P	839.6404059	[M+FA-H]-	884.6386087
PC(40:2)	C48H92NO8P	841.6560559	[M+FA-H]-	886.6542588
PC(40:1)	C48H94NO8P	843.671706	[M+FA-H]-	888.6699088
PC(40:0)	C48H96NO8P	845.6873561	[M+FA-H]-	890.6855589
PC(40:10)	C48H76NO8P	825.5308554	[M+FA-H]-	870.5290583
PC(40:9)	C48H78NO8P	827.5465055	[M+FA-H]-	872.5447083
PC(40:8)	C48H80NO8P	829.5621555	[M+FA-H]-	874.5603584
PC(40:7)	C48H82NO8P	831.5778056	[M+FA-H]-	876.5760085
PC(40:6)	C48H84NO8P	833.5934557	[M+FA-H]-	878.5916585
PC(40:5)	C48H86NO8P	835.6091057	[M+FA-H]-	880.6073086
PC(39:0)	C47H94NO8P	831.671706	[M+FA-H]-	876.6699088
PC(39:1)	C47H92NO8P	829.6560559	[M+FA-H]-	874.6542588
PC(39:5)	C47H84NO8P	821.5934557	[M+FA-H]-	866.5916585
PC(39:4)	C47H86NO8P	823.6091057	[M+FA-H]-	868.6073086
PC(39:3)	C47H88NO8P	825.6247558	[M+FA-H]-	870.6229586
PC(39:2)	C47H90NO8P	827.6404059	[M+FA-H]-	872.6386087
PC(39:6)	C47H82NO8P	819.5778056	[M+FA-H]-	864.5760085
PC(38:1)	C46H90NO8P	815.6404059	[M+FA-H]-	860.6386087
PC(38:0)	C46H92NO8P	817.6560559	[M+FA-H]-	862.6542588
PC(38:9)	C46H74NO8P	799.5152053	[M+FA-H]-	844.5134082
PC(38:8)	C46H76NO8P	801.5308554	[M+FA-H]-	846.5290583
PC(38:7)	C46H78NO8P	803.5465055	[M+FA-H]-	848.5447083
PC(38:6)	C46H80NO8P	805.5621555	[M+FA-H]-	850.5603584
PC(38:5)	C46H82NO8P	807.5778056	[M+FA-H]-	852.5760085
PC(38:4)	C46H84NO8P	809.5934557	[M+FA-H]-	854.5916585
PC(38:3)	C46H86NO8P	811.6091057	[M+FA-H]-	856.6073086
PC(38:2)	C46H88NO8P	813.6247558	[M+FA-H]-	858.6229586
PC(37:0)	C45H90NO8P	803.6404059	[M+FA-H]-	848.6386087
PC(37:5)	C45H80NO8P	793.5621555	[M+FA-H]-	838.5603584
PC(37:4)	C45H82NO8P	795.5778056	[M+FA-H]-	840.5760085
PC(37:3)	C45H84NO8P	797.5934557	[M+FA-H]-	842.5916585
PC(37:2)	C45H86NO8P	799.6091057	[M+FA-H]-	844.6073086
PC(37:1)	C45H88NO8P	801.6247558	[M+FA-H]-	846.6229586
PC(37:6)	C45H78NO8P	791.5465055	[M+FA-H]-	836.5447083
PC(36:0)	C44H88NO8P	789.6247558	[M+FA-H]-	834.6229586
PC(36:6)	C44H76NO8P	777.5308554	[M+FA-H]-	822.5290583
PC(36:5)	C44H78NO8P	779.5465055	[M+FA-H]-	824.5447083
PC(36:4)	C44H80NO8P	781.5621555	[M+FA-H]-	826.5603584
PC(36:3)	C44H82NO8P	783.5778056	[M+FA-H]-	828.5760085
PC(36:2)	C44H84NO8P	785.5934557	[M+FA-H]-	830.5916585
PC(36:1)	C44H86NO8P	787.6091057	[M+FA-H]-	832.6073086
PC(36:8)	C44H72NO8P	773.4995553	[M+FA-H]-	818.4977581
PC(36:7)	C44H74NO8P	775.5152053	[M+FA-H]-	820.5134082
PC(35:0)	C43H86NO8P	775.6091057	[M+FA-H]-	820.6073086
PC(35:5)	C43H76NO8P	765.5308554	[M+FA-H]-	810.5290583
PC(35:4)	C43H78NO8P	767.5465055	[M+FA-H]-	812.5447083
PC(35:3)	C43H80NO8P	769.5621555	[M+FA-H]-	814.5603584
PC(35:2)	C43H82NO8P	771.5778056	[M+FA-H]-	816.5760085
PC(35:1)	C43H84NO8P	773.5934557	[M+FA-H]-	818.5916585
PC(34:0)	C42H84NO8P	761.5934557	[M+FA-H]-	806.5916585
PC(34:5)	C42H74NO8P	751.5152053	[M+FA-H]-	796.5134082
PC(34:4)	C42H76NO8P	753.5308554	[M+FA-H]-	798.5290583
PC(34:3)	C42H78NO8P	755.5465055	[M+FA-H]-	800.5447083
PC(34:2)	C42H80NO8P	757.5621555	[M+FA-H]-	802.5603584
PC(34:1)	C42H82NO8P	759.5778056	[M+FA-H]-	804.5760085
PC(33:5)	C41H72NO8P	737.4995553	[M+FA-H]-	782.4977581
PC(33:4)	C41H74NO8P	739.5152053	[M+FA-H]-	784.5134082
PC(33:3)	C41H76NO8P	741.5308554	[M+FA-H]-	786.5290583
PC(33:2)	C41H78NO8P	743.5465055	[M+FA-H]-	788.5447083
PC(33:1)	C41H80NO8P	745.5621555	[M+FA-H]-	790.5603584
PC(33:0)	C41H82NO8P	747.5778056	[M+FA-H]-	792.5760085
PC(32:5)	C40H70NO8P	723.4839052	[M+FA-H]-	768.4821081
PC(32:4)	C40H72NO8P	725.4995553	[M+FA-H]-	770.4977581
PC(32:3)	C40H74NO8P	727.5152053	[M+FA-H]-	772.5134082
PC(32:2)	C40H76NO8P	729.5308554	[M+FA-H]-	774.5290583
PC(32:1)	C40H78NO8P	731.5465055	[M+FA-H]-	776.5447083
PC(32:0)	C40H80NO8P	733.5621555	[M+FA-H]-	778.5603584
PC(31:1)	C39H76NO8P	717.5308554	[M+FA-H]-	762.5290583
PC(31:0)	C39H78NO8P	719.5465055	[M+FA-H]-	764.5447083
PC(31:4)	C39H70NO8P	711.4839052	[M+FA-H]-	756.4821081
PC(31:3)	C39H72NO8P	713.4995553	[M+FA-H]-	758.4977581
PC(31:2)	C39H74NO8P	715.5152053	[M+FA-H]-	760.5134082
PC(30:4)	C38H68NO8P	697.4682552	[M+FA-H]-	742.466458
PC(30:3)	C38H70NO8P	699.4839052	[M+FA-H]-	744.4821081
PC(30:2)	C38H72NO8P	701.4995553	[M+FA-H]-	746.4977581
PC(30:1)	C38H74NO8P	703.5152053	[M+FA-H]-	748.5134082
PC(30:0)	C38H76NO8P	705.5308554	[M+FA-H]-	750.5290583
PC(29:1)	C37H72NO8P	689.4995553	[M+FA-H]-	734.4977581
PC(29:0)	C37H74NO8P	691.5152053	[M+FA-H]-	736.5134082
PC(28:1)	C36H70NO8P	675.4839052	[M+FA-H]-	720.4821081
PC(28:0)	C36H72NO8P	677.4995553	[M+FA-H]-	722.4977581
PC(27:0)	C35H70NO8P	663.4839052	[M+FA-H]-	708.4821081
PC(26:0)	C34H68NO8P	649.4682552	[M+FA-H]-	694.466458
PC(25:0)	C33H66NO8P	635.4526051	[M+FA-H]-	680.4508079
PC(24:0)	C32H64NO8P	621.436955	[M+FA-H]-	666.4351579
PC(22:0)	C30H62NO7P	579.4263903	[M+FA-H]-	624.4245932
PC(20:5)	C28H48NO7P	541.3168399	[M+FA-H]-	586.3150427
PC(20:4)	C28H50NO7P	543.33249	[M+FA-H]-	588.3306928
PC(20:3)	C28H52NO7P	545.34814	[M+FA-H]-	590.3463429
PC(20:2)	C28H54NO7P	547.3637901	[M+FA-H]-	592.3619929
PC(20:1)	C28H56NO7P	549.3794401	[M+FA-H]-	594.377643
PC(20:0)	C28H58NO7P	551.3950902	[M+FA-H]-	596.3932931
PC(19:0)	C27H56NO7P	537.3794401	[M+FA-H]-	582.377643
PC(19:1)	C27H54NO7P	535.3637901	[M+FA-H]-	580.3619929
PC(18:4)	C26H46NO7P	515.3011898	[M+FA-H]-	560.2993927
PC(18:3)	C26H48NO7P	517.3168399	[M+FA-H]-	562.3150427
PC(18:2)	C26H50NO7P	519.33249	[M+FA-H]-	564.3306928
PC(18:1)	C26H52NO7P	521.34814	[M+FA-H]-	566.3463429
PC(18:0)	C26H54NO7P	523.3637901	[M+FA-H]-	568.3619929
PC(17:0)	C25H52NO7P	509.34814	[M+FA-H]-	554.3463429
PC(17:1)	C25H50NO7P	507.33249	[M+FA-H]-	552.3306928
PC(16:1)	C24H48NO7P	493.3168399	[M+FA-H]-	538.3150427
PC(16:0)	C24H50NO7P	495.33249	[M+FA-H]-	540.3306928
PC(15:0)	C23H48NO7P	481.3168399	[M+FA-H]-	526.3150427
PC(14:0)	C22H46NO7P	467.3011898	[M+FA-H]-	512.2993927
PC(13:0)	C21H44NO7P	453.2855398	[M+FA-H]-	498.2837426
PC(12:0)	C20H42NO7P	439.2698897	[M+FA-H]-	484.2680925
PC(14:0)	C21H44NO7P	453.2855398	[M+FA-H]-	498.2837426
PE(44:0)	C49H98NO8P	859.7030061	[M-H]-	858.6957297
PE(42:5)	C47H84NO8P	821.5934557	[M-H]-	820.5861792
PE(42:4)	C47H86NO8P	823.6091057	[M-H]-	822.6018293
PE(42:3)	C47H88NO8P	825.6247558	[M-H]-	824.6174793
PE(42:2)	C47H90NO8P	827.6404059	[M-H]-	826.6331294
PE(42:1)	C47H92NO8P	829.6560559	[M-H]-	828.6487795
PE(42:0)	C47H94NO8P	831.671706	[M-H]-	830.6644295
PE(41:0)	C46H92NO8P	817.6560559	[M-H]-	816.6487795
PE(41:1)	C46H90NO8P	815.6404059	[M-H]-	814.6331294
PE(40:4)	C45H82NO8P	795.5778056	[M-H]-	794.5705291
PE(40:3)	C45H84NO8P	797.5934557	[M-H]-	796.5861792
PE(40:2)	C45H86NO8P	799.6091057	[M-H]-	798.6018293
PE(40:1)	C45H88NO8P	801.6247558	[M-H]-	800.6174793
PE(40:0)	C45H90NO8P	803.6404059	[M-H]-	802.6331294
PE(40:10)	C45H70NO8P	783.4839052	[M-H]-	782.4766288
PE(40:9)	C45H72NO8P	785.4995553	[M-H]-	784.4922788
PE(40:8)	C45H74NO8P	787.5152053	[M-H]-	786.5079289
PE(40:7)	C45H76NO8P	789.5308554	[M-H]-	788.523579
PE(40:6)	C45H78NO8P	791.5465055	[M-H]-	790.539229
PE(40:5)	C45H80NO8P	793.5621555	[M-H]-	792.5548791
PE(39:0)	C44H88NO8P	789.6247558	[M-H]-	788.6174793
PE(39:1)	C44H86NO8P	787.6091057	[M-H]-	786.6018293
PE(39:5)	C44H78NO8P	779.5465055	[M-H]-	778.539229
PE(39:4)	C44H80NO8P	781.5621555	[M-H]-	780.5548791
PE(39:3)	C44H82NO8P	783.5778056	[M-H]-	782.5705291
PE(39:2)	C44H84NO8P	785.5934557	[M-H]-	784.5861792
PE(39:6)	C44H76NO8P	777.5308554	[M-H]-	776.523579
PE(38:1)	C43H84NO8P	773.5934557	[M-H]-	772.5861792
PE(38:0)	C43H86NO8P	775.6091057	[M-H]-	774.6018293
PE(38:9)	C43H68NO8P	757.4682552	[M-H]-	756.4609787
PE(38:8)	C43H70NO8P	759.4839052	[M-H]-	758.4766288
PE(38:7)	C43H72NO8P	761.4995553	[M-H]-	760.4922788
PE(38:6)	C43H74NO8P	763.5152053	[M-H]-	762.5079289
PE(38:5)	C43H76NO8P	765.5308554	[M-H]-	764.523579
PE(38:4)	C43H78NO8P	767.5465055	[M-H]-	766.539229
PE(38:3)	C43H80NO8P	769.5621555	[M-H]-	768.5548791
PE(38:2)	C43H82NO8P	771.5778056	[M-H]-	770.5705291
PE(37:0)	C42H84NO8P	761.5934557	[M-H]-	760.5861792
PE(37:5)	C42H74NO8P	751.5152053	[M-H]-	750.5079289
PE(37:4)	C42H76NO8P	753.5308554	[M-H]-	752.523579
PE(37:3)	C42H78NO8P	755.5465055	[M-H]-	754.539229
PE(37:2)	C42H80NO8P	757.5621555	[M-H]-	756.5548791
PE(37:1)	C42H82NO8P	759.5778056	[M-H]-	758.5705291
PE(37:6)	C42H72NO8P	749.4995553	[M-H]-	748.4922788
PE(36:0)	C41H82NO8P	747.5778056	[M-H]-	746.5705291
PE(36:6)	C41H70NO8P	735.4839052	[M-H]-	734.4766288
PE(36:5)	C41H72NO8P	737.4995553	[M-H]-	736.4922788
PE(36:4)	C41H74NO8P	739.5152053	[M-H]-	738.5079289
PE(36:3)	C41H76NO8P	741.5308554	[M-H]-	740.523579
PE(36:2)	C41H78NO8P	743.5465055	[M-H]-	742.539229
PE(36:1)	C41H80NO8P	745.5621555	[M-H]-	744.5548791
PE(36:8)	C41H66NO8P	731.4526051	[M-H]-	730.4453286
PE(36:7)	C41H68NO8P	733.4682552	[M-H]-	732.4609787
PE(35:0)	C40H80NO8P	733.5621555	[M-H]-	732.5548791
PE(35:5)	C40H70NO8P	723.4839052	[M-H]-	722.4766288
PE(35:4)	C40H72NO8P	725.4995553	[M-H]-	724.4922788
PE(35:3)	C40H74NO8P	727.5152053	[M-H]-	726.5079289
PE(35:2)	C40H76NO8P	729.5308554	[M-H]-	728.523579
PE(35:1)	C40H78NO8P	731.5465055	[M-H]-	730.539229
PE(34:0)	C39H78NO8P	719.5465055	[M-H]-	718.539229
PE(34:5)	C39H68NO8P	709.4682552	[M-H]-	708.4609787
PE(34:4)	C39H70NO8P	711.4839052	[M-H]-	710.4766288
PE(34:3)	C39H72NO8P	713.4995553	[M-H]-	712.4922788
PE(34:2)	C39H74NO8P	715.5152053	[M-H]-	714.5079289
PE(34:1)	C39H76NO8P	717.5308554	[M-H]-	716.523579
PE(33:5)	C38H66NO8P	695.4526051	[M-H]-	694.4453286
PE(33:4)	C38H68NO8P	697.4682552	[M-H]-	696.4609787
PE(33:3)	C38H70NO8P	699.4839052	[M-H]-	698.4766288
PE(33:2)	C38H72NO8P	701.4995553	[M-H]-	700.4922788
PE(33:1)	C38H74NO8P	703.5152053	[M-H]-	702.5079289
PE(33:0)	C38H76NO8P	705.5308554	[M-H]-	704.523579
PE(32:5)	C37H64NO8P	681.436955	[M-H]-	680.4296786
PE(32:4)	C37H66NO8P	683.4526051	[M-H]-	682.4453286
PE(32:3)	C37H68NO8P	685.4682552	[M-H]-	684.4609787
PE(32:2)	C37H70NO8P	687.4839052	[M-H]-	686.4766288
PE(32:1)	C37H72NO8P	689.4995553	[M-H]-	688.4922788
PE(32:0)	C37H74NO8P	691.5152053	[M-H]-	690.5079289
PE(31:1)	C36H70NO8P	675.4839052	[M-H]-	674.4766288
PE(31:0)	C36H72NO8P	677.4995553	[M-H]-	676.4922788
PE(31:4)	C36H64NO8P	669.436955	[M-H]-	668.4296786
PE(31:3)	C36H66NO8P	671.4526051	[M-H]-	670.4453286
PE(31:2)	C36H68NO8P	673.4682552	[M-H]-	672.4609787
PE(30:4)	C35H62NO8P	655.421305	[M-H]-	654.4140285
PE(30:3)	C35H64NO8P	657.436955	[M-H]-	656.4296786
PE(30:2)	C35H66NO8P	659.4526051	[M-H]-	658.4453286
PE(30:1)	C35H68NO8P	661.4682552	[M-H]-	660.4609787
PE(30:0)	C35H70NO8P	663.4839052	[M-H]-	662.4766288
PE(29:1)	C34H66NO8P	647.4526051	[M-H]-	646.4453286
PE(29:0)	C34H68NO8P	649.4682552	[M-H]-	648.4609787
PE(28:1)	C33H64NO8P	633.436955	[M-H]-	632.4296786
PE(28:0)	C33H66NO8P	635.4526051	[M-H]-	634.4453286
PE(27:0)	C32H64NO8P	621.436955	[M-H]-	620.4296786
PE(26:0)	C31H62NO8P	607.421305	[M-H]-	606.4140285
PE(25:0)	C30H60NO8P	593.4056549	[M-H]-	592.3983784
PE(24:0)	C29H58NO8P	579.3900048	[M-H]-	578.3827284
PE(22:0)	C27H56NO7P	537.3794401	[M-H]-	536.3721637
PE(20:5)	C25H42NO7P	499.2698897	[M-H]-	498.2626132
PE(20:4)	C25H44NO7P	501.2855398	[M-H]-	500.2782633
PE(20:3)	C25H46NO7P	503.3011898	[M-H]-	502.2939134
PE(20:2)	C25H48NO7P	505.3168399	[M-H]-	504.3095634
PE(20:1)	C25H50NO7P	507.33249	[M-H]-	506.3252135
PE(20:0)	C25H52NO7P	509.34814	[M-H]-	508.3408636
PE(19:0)	C24H50NO7P	495.33249	[M-H]-	494.3252135
PE(19:1)	C24H48NO7P	493.3168399	[M-H]-	492.3095634
PE(18:4)	C23H40NO7P	473.2542396	[M-H]-	472.2469632
PE(18:3)	C23H42NO7P	475.2698897	[M-H]-	474.2626132
PE(18:2)	C23H44NO7P	477.2855398	[M-H]-	476.2782633
PE(18:1)	C23H46NO7P	479.3011898	[M-H]-	478.2939134
PE(18:0)	C23H48NO7P	481.3168399	[M-H]-	480.3095634
PE(17:0)	C22H46NO7P	467.3011898	[M-H]-	466.2939134
PE(17:1)	C22H44NO7P	465.2855398	[M-H]-	464.2782633
PE(16:1)	C21H42NO7P	451.2698897	[M-H]-	450.2626132
PE(16:0)	C21H44NO7P	453.2855398	[M-H]-	452.2782633
PE(15:0)	C20H42NO7P	439.2698897	[M-H]-	438.2626132
PE(14:0)	C19H40NO7P	425.2542396	[M-H]-	424.2469632
PE(13:0)	C18H38NO7P	411.2385896	[M-H]-	410.2313131
PE(12:0)	C17H36NO7P	397.2229395	[M-H]-	396.215663
PS(44:0)	C50H98NO10P	903.6928354	[M-H]-	902.6855589
PS(42:5)	C48H84NO10P	865.5832849	[M-H]-	864.5760085
PS(42:4)	C48H86NO10P	867.598935	[M-H]-	866.5916585
PS(42:3)	C48H88NO10P	869.614585	[M-H]-	868.6073086
PS(42:2)	C48H90NO10P	871.6302351	[M-H]-	870.6229586
PS(42:1)	C48H92NO10P	873.6458852	[M-H]-	872.6386087
PS(42:0)	C48H94NO10P	875.6615352	[M-H]-	874.6542588
PS(41:0)	C47H92NO10P	861.6458852	[M-H]-	860.6386087
PS(41:1)	C47H90NO10P	859.6302351	[M-H]-	858.6229586
PS(40:4)	C46H82NO10P	839.5676348	[M-H]-	838.5603584
PS(40:3)	C46H84NO10P	841.5832849	[M-H]-	840.5760085
PS(40:2)	C46H86NO10P	843.598935	[M-H]-	842.5916585
PS(40:1)	C46H88NO10P	845.614585	[M-H]-	844.6073086
PS(40:0)	C46H90NO10P	847.6302351	[M-H]-	846.6229586
PS(40:10)	C46H70NO10P	827.4737345	[M-H]-	826.466458
PS(40:9)	C46H72NO10P	829.4893845	[M-H]-	828.4821081
PS(40:8)	C46H74NO10P	831.5050346	[M-H]-	830.4977581
PS(40:7)	C46H76NO10P	833.5206846	[M-H]-	832.5134082
PS(40:6)	C46H78NO10P	835.5363347	[M-H]-	834.5290583
PS(40:5)	C46H80NO10P	837.5519848	[M-H]-	836.5447083
PS(39:0)	C45H88NO10P	833.614585	[M-H]-	832.6073086
PS(39:1)	C45H86NO10P	831.598935	[M-H]-	830.5916585
PS(39:5)	C45H78NO10P	823.5363347	[M-H]-	822.5290583
PS(39:4)	C45H80NO10P	825.5519848	[M-H]-	824.5447083
PS(39:3)	C45H82NO10P	827.5676348	[M-H]-	826.5603584
PS(39:2)	C45H84NO10P	829.5832849	[M-H]-	828.5760085
PS(39:6)	C45H76NO10P	821.5206846	[M-H]-	820.5134082
PS(38:1)	C44H84NO10P	817.5832849	[M-H]-	816.5760085
PS(38:0)	C44H86NO10P	819.598935	[M-H]-	818.5916585
PS(38:9)	C44H68NO10P	801.4580844	[M-H]-	800.4508079
PS(38:8)	C44H70NO10P	803.4737345	[M-H]-	802.466458
PS(38:7)	C44H72NO10P	805.4893845	[M-H]-	804.4821081
PS(38:6)	C44H74NO10P	807.5050346	[M-H]-	806.4977581
PS(38:5)	C44H76NO10P	809.5206846	[M-H]-	808.5134082
PS(38:4)	C44H78NO10P	811.5363347	[M-H]-	810.5290583
PS(38:3)	C44H80NO10P	813.5519848	[M-H]-	812.5447083
PS(38:2)	C44H82NO10P	815.5676348	[M-H]-	814.5603584
PS(37:0)	C43H84NO10P	805.5832849	[M-H]-	804.5760085
PS(37:5)	C43H74NO10P	795.5050346	[M-H]-	794.4977581
PS(37:4)	C43H76NO10P	797.5206846	[M-H]-	796.5134082
PS(37:3)	C43H78NO10P	799.5363347	[M-H]-	798.5290583
PS(37:2)	C43H80NO10P	801.5519848	[M-H]-	800.5447083
PS(37:1)	C43H82NO10P	803.5676348	[M-H]-	802.5603584
PS(37:6)	C43H72NO10P	793.4893845	[M-H]-	792.4821081
PS(36:0)	C42H82NO10P	791.5676348	[M-H]-	790.5603584
PS(36:6)	C42H70NO10P	779.4737345	[M-H]-	778.466458
PS(36:5)	C42H72NO10P	781.4893845	[M-H]-	780.4821081
PS(36:4)	C42H74NO10P	783.5050346	[M-H]-	782.4977581
PS(36:3)	C42H76NO10P	785.5206846	[M-H]-	784.5134082
PS(36:2)	C42H78NO10P	787.5363347	[M-H]-	786.5290583
PS(36:1)	C42H80NO10P	789.5519848	[M-H]-	788.5447083
PS(36:8)	C42H66NO10P	775.4424343	[M-H]-	774.4351579
PS(36:7)	C42H68NO10P	777.4580844	[M-H]-	776.4508079
PS(35:0)	C41H80NO10P	777.5519848	[M-H]-	776.5447083
PS(35:5)	C41H70NO10P	767.4737345	[M-H]-	766.466458
PS(35:4)	C41H72NO10P	769.4893845	[M-H]-	768.4821081
PS(35:3)	C41H74NO10P	771.5050346	[M-H]-	770.4977581
PS(35:2)	C41H76NO10P	773.5206846	[M-H]-	772.5134082
PS(35:1)	C41H78NO10P	775.5363347	[M-H]-	774.5290583
PS(34:0)	C40H78NO10P	763.5363347	[M-H]-	762.5290583
PS(34:5)	C40H68NO10P	753.4580844	[M-H]-	752.4508079
PS(34:4)	C40H70NO10P	755.4737345	[M-H]-	754.466458
PS(34:3)	C40H72NO10P	757.4893845	[M-H]-	756.4821081
PS(34:2)	C40H74NO10P	759.5050346	[M-H]-	758.4977581
PS(34:1)	C40H76NO10P	761.5206846	[M-H]-	760.5134082
PS(33:5)	C39H66NO10P	739.4424343	[M-H]-	738.4351579
PS(33:4)	C39H68NO10P	741.4580844	[M-H]-	740.4508079
PS(33:3)	C39H70NO10P	743.4737345	[M-H]-	742.466458
PS(33:2)	C39H72NO10P	745.4893845	[M-H]-	744.4821081
PS(33:1)	C39H74NO10P	747.5050346	[M-H]-	746.4977581
PS(33:0)	C39H76NO10P	749.5206846	[M-H]-	748.5134082
PS(32:5)	C38H64NO10P	725.4267843	[M-H]-	724.4195078
PS(32:4)	C38H66NO10P	727.4424343	[M-H]-	726.4351579
PS(32:3)	C38H68NO10P	729.4580844	[M-H]-	728.4508079
PS(32:2)	C38H70NO10P	731.4737345	[M-H]-	730.466458
PS(32:1)	C38H72NO10P	733.4893845	[M-H]-	732.4821081
PS(32:0)	C38H74NO10P	735.5050346	[M-H]-	734.4977581
PS(31:1)	C37H70NO10P	719.4737345	[M-H]-	718.466458
PS(31:0)	C37H72NO10P	721.4893845	[M-H]-	720.4821081
PS(31:4)	C37H64NO10P	713.4267843	[M-H]-	712.4195078
PS(31:3)	C37H66NO10P	715.4424343	[M-H]-	714.4351579
PS(31:2)	C37H68NO10P	717.4580844	[M-H]-	716.4508079
PS(30:4)	C36H62NO10P	699.4111342	[M-H]-	698.4038577
PS(30:3)	C36H64NO10P	701.4267843	[M-H]-	700.4195078
PS(30:2)	C36H66NO10P	703.4424343	[M-H]-	702.4351579
PS(30:1)	C36H68NO10P	705.4580844	[M-H]-	704.4508079
PS(30:0)	C36H70NO10P	707.4737345	[M-H]-	706.466458
PS(29:1)	C35H66NO10P	691.4424343	[M-H]-	690.4351579
PS(29:0)	C35H68NO10P	693.4580844	[M-H]-	692.4508079
PS(28:1)	C34H64NO10P	677.4267843	[M-H]-	676.4195078
PS(28:0)	C34H66NO10P	679.4424343	[M-H]-	678.4351579
PS(27:0)	C33H64NO10P	665.4267843	[M-H]-	664.4195078
PS(26:0)	C32H62NO10P	651.4111342	[M-H]-	650.4038577
PS(25:0)	C31H60NO10P	637.3954841	[M-H]-	636.3882077
PS(24:0)	C30H58NO10P	623.3798341	[M-H]-	622.3725576
CDP-DG(44:0)	C56H105N3O15P2	1121.702094	[M-H]-	1120.694817
CDP-DG(42:5)	C54H91N3O15P2	1083.592543	[M-H]-	1082.585267
CDP-DG(42:4)	C54H93N3O15P2	1085.608193	[M-H]-	1084.600917
CDP-DG(42:3)	C54H95N3O15P2	1087.623843	[M-H]-	1086.616567
CDP-DG(42:2)	C54H97N3O15P2	1089.639493	[M-H]-	1088.632217
CDP-DG(42:1)	C54H99N3O15P2	1091.655143	[M-H]-	1090.647867
CDP-DG(42:0)	C54H101N3O15P2	1093.670794	[M-H]-	1092.663517
CDP-DG(41:0)	C53H99N3O15P2	1079.655143	[M-H]-	1078.647867
CDP-DG(41:1)	C53H97N3O15P2	1077.639493	[M-H]-	1076.632217
